Price,adj_close,close,high,low,open,volume
Ticker,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X
Datetime,,,,,,
2025-10-05 23:00:00+00:00,149.32699584960938,149.32699584960938,149.34500122070312,149.26400756835938,149.32400512695312,0
2025-10-05 23:05:00+00:00,149.25999450683594,149.25999450683594,149.33599853515625,149.2480010986328,149.32699584960938,0
2025-10-05 23:10:00+00:00,149.2740020751953,149.2740020751953,149.33299255371094,149.25999450683594,149.26600646972656,0
2025-10-05 23:15:00+00:00,149.28399658203125,149.28399658203125,149.31399536132812,149.22000122070312,149.2740020751953,0
2025-10-05 23:20:00+00:00,149.32200622558594,149.32200622558594,149.33700561523438,149.28399658203125,149.28799438476562,0
2025-10-05 23:25:00+00:00,149.39700317382812,149.39700317382812,149.41000366210938,149.31100463867188,149.3159942626953,0
2025-10-05 23:30:00+00:00,149.4499969482422,149.4499969482422,149.47900390625,149.38999938964844,149.39700317382812,0
2025-10-05 23:35:00+00:00,149.45799255371094,149.45799255371094,149.5070037841797,149.42100524902344,149.4510040283203,0
2025-10-05 23:40:00+00:00,149.56100463867188,149.56100463867188,149.58999633789062,149.44700622558594,149.45899963378906,0
2025-10-05 23:45:00+00:00,149.6230010986328,149.6230010986328,149.65699768066406,149.5489959716797,149.56100463867188,0
2025-10-05 23:50:00+00:00,149.58099365234375,149.58099365234375,149.656005859375,149.55599975585938,149.61900329589844,0
2025-10-05 23:55:00+00:00,149.57699584960938,149.57699584960938,149.65199279785156,149.55999755859375,149.58399963378906,0
2025-10-06 00:00:00+00:00,149.56100463867188,149.56100463867188,149.71200561523438,149.48300170898438,149.5780029296875,0
2025-10-06 00:05:00+00:00,149.45199584960938,149.45199584960938,149.6219940185547,149.4459991455078,149.5659942626953,0
2025-10-06 00:10:00+00:00,149.5970001220703,149.5970001220703,149.63900756835938,149.4459991455078,149.4510040283203,0
2025-10-06 00:15:00+00:00,149.71099853515625,149.71099853515625,149.71299743652344,149.58999633789062,149.58999633789062,0
2025-10-06 00:20:00+00:00,149.68099975585938,149.68099975585938,149.77099609375,149.68099975585938,149.70599365234375,0
2025-10-06 00:25:00+00:00,149.7259979248047,149.7259979248047,149.74099731445312,149.656005859375,149.68899536132812,0
2025-10-06 00:30:00+00:00,149.74600219726562,149.74600219726562,149.7830047607422,149.69500732421875,149.72799682617188,0
2025-10-06 00:35:00+00:00,149.8260040283203,149.8260040283203,149.843994140625,149.74600219726562,149.75,0
2025-10-06 00:40:00+00:00,149.85000610351562,149.85000610351562,149.86099243164062,149.78799438476562,149.8280029296875,0
2025-10-06 00:45:00+00:00,149.72900390625,149.72900390625,149.8509979248047,149.66200256347656,149.84800720214844,0
2025-10-06 00:50:00+00:00,149.7169952392578,149.7169952392578,149.74600219726562,149.58200073242188,149.7270050048828,0
2025-10-06 00:55:00+00:00,149.70700073242188,149.70700073242188,149.78599548339844,149.6739959716797,149.72000122070312,0
2025-10-06 01:00:00+00:00,149.7480010986328,149.7480010986328,149.77200317382812,149.6840057373047,149.6999969482422,0
2025-10-06 01:05:00+00:00,149.68299865722656,149.68299865722656,149.76300048828125,149.65499877929688,149.7469940185547,0
2025-10-06 01:10:00+00:00,149.65699768066406,149.65699768066406,149.697998046875,149.6219940185547,149.68600463867188,0
2025-10-06 01:15:00+00:00,149.70199584960938,149.70199584960938,149.70899963378906,149.5800018310547,149.66299438476562,0
2025-10-06 01:20:00+00:00,149.71600341796875,149.71600341796875,149.7740020751953,149.67599487304688,149.70199584960938,0
2025-10-06 01:25:00+00:00,149.7729949951172,149.7729949951172,149.80299377441406,149.71099853515625,149.71299743652344,0
2025-10-06 01:30:00+00:00,149.72799682617188,149.72799682617188,149.8000030517578,149.61500549316406,149.77099609375,0
2025-10-06 01:35:00+00:00,149.7550048828125,149.7550048828125,149.79800415039062,149.72000122070312,149.7239990234375,0
2025-10-06 01:40:00+00:00,149.81300354003906,149.81300354003906,149.82899475097656,149.74200439453125,149.7550048828125,0
2025-10-06 01:45:00+00:00,149.80099487304688,149.80099487304688,149.83200073242188,149.78799438476562,149.8159942626953,0
2025-10-06 01:50:00+00:00,149.74000549316406,149.74000549316406,149.8179931640625,149.73699951171875,149.802001953125,0
2025-10-06 01:55:00+00:00,149.77000427246094,149.77000427246094,149.79299926757812,149.73699951171875,149.74000549316406,0
2025-10-06 02:00:00+00:00,149.79299926757812,149.79299926757812,149.83099365234375,149.76699829101562,149.76699829101562,0
